0	18	ตาคีย์ตาคีย์	487	1187	551	1215
0	18	พรรคอนาคตใหม่พรรคอนาคตใหม่	813	1186	979	1215
0	18	เห็นด้วยเห็นด้วย	1153	1186	1238	1216
0	19	1212	102	1243	137	1265
0	19	012012	222	1242	274	1265
0	19	นายกษิตี้เดชนายกษิตี้เดช	323	1232	450	1266
0	19	ซูติมันต์ซูติมันต์	451	1237	533	1273
0	19	พรรคพลังประชารัฐพรรคพลังประชารัฐ	813	1238	1001	1273
0	19	ไม่เห็นด้วยไม่เห็นด้วย	1150	1237	1260	1267
0	20	1313	102	1292	138	1315
0	20	013013	223	1292	274	1315
0	20	นายกัญจน์พงศ์นายกัญจน์พงศ์	323	1288	473	1321
0	20	จงสุทธนามณีจงสุทธนามณี	474	1288	608	1322
0	20	พรรคอนาคตใหม่พรรคอนาคตใหม่	813	1287	980	1317
0	20	เห็นด้วยเห็นด้วย	1153	1288	1239	1317
0	21	1414	102	1343	137	1365
0	21	014014	222	1343	273	1366
0	21	นางกันตวรรณนางกันตวรรณ	323	1339	467	1366
0	21	ตันเถียรตันเถียร	468	1338	553	1366
0	21	พรรคประชาธิปัตย์พรรคประชาธิปัตย์	813	1339	993	1368
0	21	ไม่เห็นด้วยไม่เห็นด้วย	1150	1338	1260	1368
0	22	1515	102	1394	137	1417
0	22	ก015ก015	222	1394	273	1417
0	22	นางสาวกัลยานางสาวกัลยา	323	1389	457	1417
0	22	รุ่งวิจิตรชัยรุ่งวิจิตรชัย	460	1389	569	1423
0	22	พรรคพลังประชารัฐพรรคพลังประชารัฐ	813	1390	1001	1425
0	22	ไม่เห็นด้วยไม่เห็นด้วย	1151	1389	1260	1418
0	23	1616	102	1445	137	1467
0	23	016016	222	1444	274	1468
0	23	นายพิสิฐนายพิสิฐ	323	1439	415	1475
0	23	ลี้อาธรรมลี้อาธรรม	417	1432	515	1467
0	23	พรรคประชาธิปัตย์พรรคประชาธิปัตย์	813	1440	992	1469
0	23	ไม่เห็นด้วยไม่เห็นด้วย	1150	1439	1260	1470
0	24	1717	102	1494	136	1517
0	24	017017	222	1494	273	1518
0	24	นางสาวกานต์กนิษฐ์นางสาวกานต์กนิษฐ์	323	1490	515	1525
0	24	แห้วสันตติแห้วสันตติ	536	1490	643	1519
0	24	พรรคพลังประชารัฐพรรคพลังประชารัฐ	813	1492	1001	1526
0	24	ไม่เห็นด้วยไม่เห็นด้วย	1150	1491	1260	1520
0	25	1818	102	1544	138	1567
0	25	018018	222	1544	274	1568
0	25	นายการุณนายการุณ	323	1548	430	1574
0	25	โหสกุลโหสกุล	429	1539	506	1574
0	25	พรรคเพื่อไทยพรรคเพื่อไทย	812	1537	949	1569
0	25	ไม่เห็นด้วยไม่เห็นด้วย	1150	1541	1260	1570
0	26	1919	102	1595	138	1618
0	26	019019	222	1595	274	1618
0	26	นายกิตตินายกิตติ	323	1591	415	1618
0	26	สมทรัพย์สมทรัพย์	417	1590	511	1619
0	26	พรรคเพื่อไทยพรรคเพื่อไทย	812	1588	949	1620
0	26	ไม่เห็นด้วยไม่เห็นด้วย	1150	1591	1260	1621
0	27	2020	99	1644	137	1668
0	27	020020	222	1644	273	1669
0	27	นายกิตติกรนายกิตติกร	323	1641	439	1668
0	27	โล่ห์สุนทรโล่ห์สุนทร	439	1639	543	1675
0	27	พรรคเพื่อไทยพรรคเพื่อไทย	812	1638	949	1670
0	27	เห็นด้วยเห็นด้วย	1152	1642	1238	1671
0	28	2121	99	1693	134	1717
0	28	021021	222	1694	270	1717
0	28	นายกิตติชัยนายกิตติชัย	322	1690	440	1718
0	28	เรืองสวัสดิ์เรืองสวัสดิ์	442	1685	547	1718
0	28	พรรคอนาคตใหม่พรรคอนาคตใหม่	813	1689	979	1719
0	28	เห็นด้วยเห็นด้วย	1152	1691	1238	1720
0	29	2222	100	1743	137	1766
0	29	022022	221	1744	273	1767
0	29	นางสาวกิตติ๊ธัญญานางสาวกิตติ๊ธัญญา	322	1734	505	1773
0	29	วาจาดีวาจาดี	507	1740	580	1767
0	29	พรรคเพื่อไทยพรรคเพื่อไทย	812	1737	949	1769
0	29	ไม่เห็นด้วยไม่เห็นด้วย	1149	1740	1259	1770
0	30	2323	99	1793	137	1817
0	30	023023	222	1793	273	1817
0	30	นายกิตติศักดิ์นายกิตติศักดิ์	322	1784	455	1817
0	30	คณาสวัสดิ์คณาสวัสดิ์	456	1784	564	1817
0	30	พรรคเพื่อไทยพรรคเพื่อไทย	813	1787	949	1819
0	30	ไม่เห็นด้วยไม่เห็นด้วย	1150	1791	1259	1820
0	31	284284	100	1844	136	1866
0	31	024024	222	1844	273	1867
0	31	นางสาวกุลจิดานางสาวกุลจิดา	322	1840	469	1872
0	31	รุ่งเรื่องเกียรติรุ่งเรื่องเกียรติ	471	1839	604	1874
0	31	พรรคอนาคตใหม่พรรคอนาคตใหม่	812	1839	979	1869
0	31	เห็นด้วยเห็นด้วย	1152	1840	1238	1870
0	32	2525	99	1893	137	1916
0	32	025025	222	1893	273	1917
0	32	นางสาวกุลวสีนางสาวกุลวสี	322	1889	458	1923
0	32	นพอมรบดีนพอมรบดี	459	1890	569	1917
0	32	พรรคพลังประชารัฐพรรคพลังประชารัฐ	812	1892	1001	1926
0	32	ไม่เห็นด้วยไม่เห็นด้วย	1150	1891	1258	1920
1	0	หน้า 2/ 198หน้า 2/ 198	1171	160	1302	187
1	1	ลําดับที่ลําดับที่	76	203	158	236
1	1	เลขที่บัตรเลขที่บัตร	195	203	298	236
1	1	ชื่อ-สกุลชื่อ-สกุล	321	202	412	242
1	1	ชื่อสังกัดชื่อสังกัด	811	201	905	234
1	1	ผลการลงคะแนนผลการลงคะแนน	1151	212	1321	233
1	2	2626	98	263	136	287
1	2	026026	222	262	271	286
1	2	นายกูเฮงนายกูเฮง	322	265	417	295
1	2	ยาวอหะขันยาวอหะขัน	419	258	535	286
1	2	พรรคประชาชาติพรรคประชาชาติ	812	257	977	285
1	2	งตออกเสียงงตออกเสียง	1152	256	1270	284
1	3	22	99	314	135	337
1	3	027027	222	313	272	337
1	3	นายเกรียงศักดิ์นายเกรียงศักดิ์	322	302	469	336
1	3	ฝ้ายสีงามฝ้ายสีงาม	470	307	568	336
1	3	พรรคเพื่อไทยพรรคเพื่อไทย	812	303	948	335
1	3	ไม่เห็นด้วยไม่เห็นด้วย	1149	306	1260	335
1	4	2828	99	364	137	388
1	4	028028	222	363	273	387
1	4	นายเกษมนายเกษม	322	366	423	386
1	4	ศุภรานนท์ศุภรานนท์	425	358	532	393
1	4	พรรคพลังประชาธัฐพรรคพลังประชาธัฐ	812	358	1001	393
1	4	ไม่เห็นด้วยไม่เห็นด้วย	1150	356	1260	385
1	5	2929	99	414	136	438
1	5	029029	222	414	272	437
1	5	นายเกษมนายเกษม	322	416	423	437
1	5	อุประอุประ	426	413	489	444
1	5	พรรคเพื่อไทยพรรคเพื่อไทย	812	407	949	436
1	5	ไม่เห็นด้วยไม่เห็นด้วย	1150	407	1260	436
1	6	3030	100	465	137	488
1	6	030030	222	464	273	488
1	6	นายเกษมสันต์นายเกษมสันต์	322	459	464	488
1	6	มีทิพย์มีทิพย์	466	459	536	487
1	6	พรรคอนาคตใหม่พรรคอนาคตใหม่	812	457	979	486
1	6	เห็นด้วยเห็นด้วย	1153	457	1238	486
1	7	3131	99	515	134	538
1	7	031031	222	516	270	538
1	7	นายเกียรตินายเกียรติ	322	509	432	538
1	7	สิทธิ์อมรสิทธิ์อมร	434	509	524	537
1	7	พรรคประชาธิปัตย์พรรคประชาธิปัตย์	812	508	993	537
1	7	ไม่เห็นด้วยไม่เห็นด้วย	1150	508	1259	536
1	8	3232	99	565	137	589
1	8	032032	222	565	272	589
1	8	นายเกียรตินายเกียรติ	322	560	432	588
1	8	เหลืองขจรวิทย์เหลืองขจรวิทย์	434	560	580	588
1	8	พรรคภูมิใจไทยพรรคภูมิใจไทย	812	558	962	596
1	8	ไม่เห็นด้วยไม่เห็นด้วย	1150	558	1260	587
1	9	3333	99	615	137	639
1	9	033033	222	615	273	639
1	9	นายเกื้อกูลนายเกื้อกูล	322	604	435	647
1	9	ด่านชัยวิจิตรด�
